,Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Age,Tenure,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,credit-debit,Sex__F,Sex__M
1181,1261,1,0.0,0.0,1.0,0.0,0.0,958.0035714,0.0,0.0,336.21,0.0,0.0,22,148,0.0,0.0,1.0,0.0,0.0,6.163571429,1696.090357,1159.682143,26.0,23.0,1700.436071,1144.218571,185.7142857,55.62821429,199.5,42.0,22.0,4.0,6.0,6.0,-4.345714000000044,0,1
1184,1264,1,0.0,0.0,0.0,0.0,0.0,12992.51071,0.0,0.0,0.0,0.0,0.0,77,28,1.0,0.0,0.0,36.82660714,0.0,0.0,357.1439286,357.1439286,2.0,2.0,323.6071429,323.6071429,0.0,0.0,320.2142857,7.0,7.0,0.0,0.0,6.0,33.536785699999996,0,1
1185,1265,1,0.0,0.0,0.0,0.0,0.0,2941.993929,0.0,0.0,0.0,0.0,0.0,31,162,0.0,0.0,1.0,0.0,0.0,17.17535714,364.41,364.41,2.0,2.0,583.7460714,583.7460714,464.2857143,112.4960714,0.0,9.0,9.0,3.0,4.0,0.0,-219.33607139999998,1,0
1186,1266,1,0.0,1.0,1.0,0.0,0.0,2094.669286,0.0,7743.577143,0.0,0.0,0.0,20,59,0.0,1.0,0.0,0.0,8.607142857,0.0,1348.016429,1348.016429,4.0,4.0,1030.318214,1030.318214,178.5714286,157.2857143,689.8182143,15.0,15.0,1.0,4.0,8.0,317.6982150000001,1,0
1187,1267,1,1.0,0.0,1.0,0.0,1.0,1753.040714,1959.871071,0.0,461.3339286,0.0,4312.384643,37,125,0.0,1.0,1.0,0.0,2.858214286,21.82071429,1284.863929,1028.784643,17.0,12.0,1238.068571,1028.784643,600.0,0.0,83.53571429,32.0,19.0,5.0,0.0,4.0,46.79535800000008,1,0
1188,1268,1,0.0,0.0,0.0,0.0,0.0,491.3907143,0.0,0.0,0.0,0.0,0.0,23,179,0.0,0.0,1.0,0.0,0.0,20.34357143,0.015,0.015,1.0,1.0,1.964285714,1.964285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.9492857140000002,1,0
1189,1269,1,0.0,0.0,0.0,0.0,0.0,514.055,0.0,0.0,0.0,0.0,0.0,37,43,0.0,0.0,0.0,0.0,0.0,0.0,1823.5595717378808,1506.3291131148796,5.541902961562697,4.2652804032766225,1697.2186582726872,1460.2029032694077,257.93733729376004,150.85040125188218,715.9749306914099,16.006931316950222,13.596723377441714,1.988657844990548,5.24007561436673,4.601134215500945,126.34091346519358,1,0
1192,1272,1,0.0,1.0,0.0,0.0,0.0,5786.205714,0.0,5861.208929,0.0,0.0,0.0,35,96,0.0,0.0,0.0,0.0,0.0,0.0,2108.401786,2108.401786,5.0,5.0,1930.168571,1930.168571,714.2857143,288.3114286,924.3214286,18.0,18.0,3.0,4.0,9.0,178.23321499999997,0,1
1193,1273,1,0.0,0.0,0.0,0.0,0.0,165.95,0.0,0.0,0.0,0.0,0.0,47,161,1.0,1.0,0.0,0.777142857,5.785714286,0.0,1258.206071,1258.206071,4.0,4.0,921.7364286,921.7364286,57.14285714,194.5107143,666.69,23.0,23.0,2.0,13.0,7.0,336.4696424000001,0,1
1194,1274,1,0.0,6.0,0.0,0.0,0.0,15.485,0.0,0.0,0.0,0.0,0.0,41,35,0.0,0.0,0.0,0.0,0.0,0.0,993.5571429,993.5571429,5.0,5.0,2499.696429,2499.696429,107.1428571,82.26785714,2310.285714,11.0,11.0,1.0,2.0,8.0,-1506.1392861,0,1
1195,1275,1,0.0,0.0,0.0,0.0,0.0,39.79178571,0.0,0.0,0.0,0.0,0.0,66,84,1.0,0.0,0.0,0.969821429,0.0,0.0,0.009642857,0.009642857,1.0,1.0,2.531071429,2.531071429,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,-2.521428572,1,0
1196,1276,1,0.0,0.0,0.0,0.0,2.0,13915.92536,0.0,0.0,0.0,0.0,1764.589286,28,145,0.0,0.0,0.0,0.0,0.0,0.0,610.8932143,514.3132143,4.0,3.0,165.9285714,155.1071429,35.71428571,0.0,0.0,6.0,4.0,1.0,0.0,0.0,444.96464289999994,0,1
1197,1277,1,1.0,5.0,0.0,1.0,0.0,7.361071429,3230.096429,0.0,0.0,1.428571429,0.0,21,19,1.0,1.0,0.0,4.704821429,2.857142857,0.0,5998.368929,5357.943214,10.0,4.0,3152.741071,2346.678929,607.1428571,831.8835714,523.1325,44.0,20.0,4.0,24.0,10.0,2845.6278580000003,0,1
1199,1279,1,0.0,0.0,0.0,0.0,0.0,3812.316786,0.0,0.0,0.0,0.0,0.0,51,163,0.0,0.0,0.0,0.0,0.0,0.0,6514.8875,6514.8875,4.0,4.0,3221.775,3221.775,678.5714286,21.09642857,2519.392857,11.0,11.0,1.0,1.0,8.0,3293.1124999999997,0,1
1202,1282,1,0.0,3.0,0.0,1.0,0.0,12164.77929,0.0,1909.849286,0.0,-4.464285714,0.0,23,68,1.0,0.0,0.0,1.423035714,0.0,0.0,18929.47536,18547.135,11.0,5.0,13184.93393,12776.78571,0.0,402.7910714,0.0,35.0,4.0,0.0,28.0,0.0,5744.541430000001,0,1
1203,1283,1,0.0,0.0,0.0,0.0,0.0,616.2014286,0.0,0.0,0.0,0.0,0.0,63,174,0.0,0.0,0.0,0.0,0.0,0.0,1636.375357,1636.375357,6.0,6.0,4158.575,4158.575,64.28571429,227.8607143,3734.857143,18.0,18.0,1.0,4.0,10.0,-2522.199643,0,1
1204,1284,1,0.0,0.0,0.0,0.0,0.0,17.91714286,0.0,0.0,0.0,0.0,0.0,58,26,0.0,0.0,1.0,0.0,0.0,15.03571429,714.2892857,714.2892857,2.0,2.0,218.8085714,218.8085714,0.0,14.805,0.0,7.0,7.0,0.0,5.0,0.0,495.48071430000005,1,0
1205,1285,1,0.0,0.0,0.0,0.0,0.0,84.30357143,0.0,0.0,0.0,0.0,0.0,76,4,0.0,0.0,0.0,0.0,0.0,0.0,552.2146429,552.2146429,2.0,2.0,570.4157143,570.4157143,25.0,69.52285714,470.7142857,12.0,12.0,1.0,8.0,2.0,-18.201071400000046,0,1
1206,1286,1,0.0,3.0,0.0,0.0,0.0,5612.3525,0.0,3567.839643,0.0,0.0,0.0,39,181,0.0,0.0,0.0,0.0,0.0,0.0,499.5442857,499.5442857,5.0,5.0,505.0678571,505.0678571,392.8571429,36.13928571,75.21428571,13.0,13.0,3.0,4.0,5.0,-5.523571400000037,0,1
1207,1287,1,0.0,0.0,1.0,1.0,0.0,2962.521786,0.0,0.0,0.0,315.0121429,0.0,40,176,0.0,1.0,0.0,0.0,1.964285714,0.0,3261.070714,2422.837143,18.0,14.0,3053.171786,2476.408571,678.5714286,12.46071429,689.5357143,42.0,26.0,7.0,1.0,10.0,207.89892800000007,0,1
1209,1290,1,0.0,0.0,1.0,0.0,0.0,17862.91929,0.0,0.0,335.5207143,0.0,0.0,65,252,0.0,0.0,0.0,0.0,0.0,0.0,390.7153571,390.7153571,6.0,6.0,264.0535714,264.0535714,0.0,70.91071429,186.0,8.0,8.0,0.0,6.0,1.0,126.6617857,0,1
1210,1291,1,1.0,3.0,1.0,0.0,0.0,1728.6575,5836.790714,36624.94821,0.0,0.0,0.0,33,226,0.0,0.0,1.0,0.0,0.0,11.10142857,2145.388214,1787.684286,7.0,5.0,2074.003571,2074.003571,642.8571429,300.4321429,57.14285714,15.0,15.0,2.0,7.0,3.0,71.38464299999987,1,0
1211,1292,1,0.0,0.0,0.0,0.0,0.0,244.8164286,0.0,0.0,0.0,0.0,0.0,47,151,1.0,0.0,1.0,1.0275,0.0,17.67678571,25.01964286,25.01964286,2.0,2.0,2178.353571,2178.353571,14.28571429,20.13928571,2142.857143,6.0,6.0,2.0,2.0,1.0,-2153.33392814,1,0
1212,1293,1,1.0,0.0,1.0,0.0,0.0,465.5467857,257.125,0.0,0.0,0.0,0.0,31,151,0.0,1.0,1.0,0.0,89.76107143,11.54607143,16961.99107,15080.345,22.0,14.0,17111.04714,15266.05929,185.7142857,0.0,13195.82143,23.0,15.0,1.0,0.0,5.0,-149.05606999999873,1,0
1213,1294,1,0.0,0.0,1.0,0.0,0.0,980.1721429,0.0,0.0,0.0,0.0,0.0,51,172,0.0,0.0,0.0,0.0,0.0,0.0,2710.374286,2025.514286,18.0,14.0,2680.313929,2096.942857,1321.428571,47.51142857,39.28571429,22.0,13.0,3.0,2.0,2.0,30.060357000000295,1,0
1217,1298,3,0.0,0.0,0.0,0.0,1.0,40.69714286,0.0,0.0,0.0,0.0,639.8746429,26,176,0.0,0.0,1.0,0.0,0.0,25.24321429,6628.4825,178.5717857,4.0,2.0,12878.48214,21.33928571,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,-6249.99964,1,0
1218,1299,1,0.0,0.0,0.0,0.0,0.0,1725.371071,0.0,0.0,0.0,0.0,0.0,24,72,0.0,0.0,1.0,0.0,0.0,13.11928571,535.7153571,535.7153571,2.0,2.0,141.1785714,141.1785714,0.0,0.0,137.7857143,4.0,4.0,0.0,0.0,3.0,394.5367857,1,0
1220,1301,1,0.0,0.0,1.0,0.0,0.0,603.4128571,0.0,0.0,93.60357143,0.0,0.0,52,71,0.0,0.0,0.0,0.0,0.0,0.0,799.4435714,799.4435714,7.0,7.0,587.3571429,587.3571429,0.0,0.0,578.3928571,13.0,13.0,0.0,0.0,11.0,212.0864285,0,1
1221,1302,1,1.0,0.0,0.0,0.0,0.0,35.83464286,1888.0625,0.0,0.0,0.0,0.0,66,69,1.0,1.0,0.0,10.12642857,0.428571429,0.0,16.9525,0.011785714,3.0,1.0,1470.810357,1113.6675,0.0,238.6703571,822.1071429,9.0,8.0,0.0,4.0,2.0,-1453.857857,0,1
1222,1303,1,0.0,0.0,0.0,0.0,0.0,24326.445,0.0,0.0,0.0,0.0,0.0,52,151,0.0,1.0,0.0,0.0,6.0,0.0,897.0828571,897.0828571,4.0,4.0,855.3603571,855.3603571,250.0,134.5746429,467.3214286,16.0,16.0,3.0,9.0,2.0,41.72249999999997,0,1
1224,1305,1,0.0,0.0,1.0,0.0,0.0,73.56642857,0.0,0.0,0.0,0.0,0.0,35,152,0.0,0.0,0.0,0.0,0.0,0.0,735.5803571,735.5803571,4.0,4.0,595.025,595.025,71.42857143,360.9178571,161.4285714,15.0,15.0,1.0,7.0,6.0,140.55535710000004,0,1
1225,1306,1,0.0,0.0,0.0,0.0,0.0,253.2121429,0.0,0.0,0.0,0.0,0.0,43,102,0.0,1.0,0.0,0.0,0.893928571,0.0,979.4296429,979.4296429,3.0,3.0,885.9857143,885.9857143,661.7242857,220.6542857,0.0,11.0,11.0,3.0,6.0,0.0,93.44392859999994,1,0
1226,1307,1,0.0,0.0,1.0,0.0,0.0,0.012857143,0.0,0.0,0.0,0.0,0.0,50,150,0.0,0.0,0.0,0.0,0.0,0.0,1452.4725,1452.4725,4.0,4.0,1305.118214,1305.118214,517.8571429,284.8325,497.1428571,35.0,35.0,3.0,14.0,16.0,147.354286,1,0
1227,1308,1,0.0,0.0,0.0,0.0,0.0,12.61285714,0.0,0.0,0.0,0.0,0.0,22,10,0.0,0.0,1.0,0.0,0.0,12.96107143,0.0,0.0,0.0,0.0,0.893928571,0.893928571,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.893928571,1,0
1228,1309,1,0.0,0.0,0.0,0.0,0.0,0.040357143,0.0,0.0,0.0,0.0,0.0,57,151,0.0,1.0,0.0,0.0,2.392857143,0.0,1109.891429,1109.891429,7.0,7.0,414.5242857,414.5242857,0.0,227.5242857,174.2857143,14.0,14.0,0.0,8.0,4.0,695.3671433,0,1
1230,1311,1,0.0,0.0,0.0,0.0,0.0,155.6346429,0.0,0.0,0.0,0.0,0.0,66,135,0.0,0.0,0.0,0.0,0.0,0.0,785.7232143,785.7232143,3.0,3.0,736.6464286,736.6464286,17.85714286,159.8607143,554.0714286,17.0,17.0,1.0,3.0,11.0,49.07678569999996,1,0
1231,1312,3,0.0,0.0,0.0,0.0,0.0,11295.45714,0.0,0.0,0.0,0.0,0.0,64,154,0.0,0.0,0.0,0.0,0.0,0.0,956.3582143,956.3582143,8.0,8.0,956.3771429,956.3771429,171.4285714,129.9296429,651.6260714,21.0,21.0,2.0,8.0,10.0,-0.01892859999998109,0,1
1234,1315,1,0.0,0.0,1.0,1.0,1.0,2926.482857,0.0,0.0,289.6335714,0.714285714,2475.792857,40,88,1.0,0.0,0.0,2.724642857,0.0,0.0,2233.345714,1559.934643,12.0,4.0,2605.815,2021.116071,535.7142857,579.3417857,1422.917143,43.0,17.0,3.0,23.0,11.0,-372.469286,1,0
1235,1316,1,1.0,0.0,1.0,1.0,0.0,2145.81,5861.004643,0.0,0.0,43.32142857,0.0,63,158,0.0,0.0,1.0,0.0,0.0,3.3175,2713.495,2665.039286,4.0,2.0,2985.423571,2874.767857,400.0,507.8164286,2029.25,41.0,39.0,4.0,26.0,10.0,-271.9285709999999,1,0
1236,1317,1,0.0,0.0,0.0,0.0,0.0,435.1732143,0.0,0.0,0.0,0.0,0.0,39,176,1.0,0.0,0.0,5.987678571,0.0,0.0,1077.437143,1077.437143,6.0,6.0,743.3117857,743.3117857,178.5714286,471.5260714,89.82142857,35.0,35.0,2.0,29.0,3.0,334.12535730000013,1,0
1237,1318,1,0.0,0.0,0.0,0.0,0.0,3547.130714,0.0,0.0,0.0,0.0,0.0,62,242,0.0,0.0,0.0,0.0,0.0,0.0,278.865,278.865,4.0,4.0,78.5,78.5,0.0,78.5,0.0,2.0,2.0,0.0,2.0,0.0,200.365,1,0
1241,1322,1,0.0,2.0,1.0,0.0,0.0,454.6960714,0.0,0.0,93.72678571,0.0,0.0,63,52,0.0,1.0,0.0,0.0,14.28571429,0.0,836.6082143,836.6082143,2.0,2.0,811.8264286,811.8264286,207.1428571,136.705,338.9285714,15.0,15.0,1.0,6.0,5.0,24.7817857,0,1
1242,1323,1,0.0,0.0,0.0,0.0,0.0,325.3625,0.0,0.0,0.0,0.0,0.0,70,213,0.0,0.0,1.0,0.0,0.0,9.928571429,575.4332143,575.4332143,5.0,5.0,252.75,252.75,0.0,120.6071429,132.1428571,6.0,6.0,0.0,4.0,2.0,322.68321430000003,1,0
1244,1325,1,1.0,0.0,0.0,0.0,0.0,14561.74036,9648.365714,0.0,0.0,0.0,0.0,24,134,0.0,0.0,0.0,0.0,0.0,0.0,1723.425,1657.503214,7.0,5.0,1865.396071,1508.253214,285.7142857,749.6817857,467.3571429,62.0,61.0,10.0,39.0,6.0,-141.97107099999994,0,1
1246,1327,1,0.0,0.0,0.0,0.0,0.0,7733.049286,0.0,0.0,0.0,0.0,0.0,57,124,0.0,0.0,0.0,0.0,0.0,0.0,275.1553571,139.2864286,3.0,2.0,144.1685714,142.3828571,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,130.9867857,0,1
1247,1328,1,0.0,7.0,0.0,0.0,0.0,505.8885714,0.0,0.0,0.0,0.0,0.0,54,52,0.0,0.0,0.0,0.0,0.0,0.0,1467.727857,1467.727857,3.0,3.0,1490.339286,1490.339286,303.5714286,275.2678571,905.8214286,51.0,51.0,6.0,18.0,21.0,-22.611428999999816,0,1
1250,1333,1,0.0,0.0,0.0,0.0,1.0,15106.0975,0.0,0.0,0.0,0.0,1113.318214,34,198,0.0,0.0,0.0,0.0,0.0,0.0,1813.003214,1636.897857,6.0,5.0,1468.6275,1454.913214,589.2857143,226.5203571,363.7142857,38.0,36.0,6.0,11.0,13.0,344.375714,0,1
1251,1334,1,1.0,0.0,0.0,1.0,0.0,11.18357143,204.4207143,0.0,0.0,1.892857143,0.0,69,163,0.0,0.0,0.0,0.0,0.0,0.0,881.7364286,502.2685714,10.0,3.0,1704.580714,1448.473571,464.2857143,250.75,677.4642857,34.0,11.0,3.0,20.0,6.0,-822.8442854,1,0
1252,1335,1,0.0,0.0,1.0,0.0,0.0,91.28321429,0.0,0.0,0.0,0.0,0.0,70,9,0.0,1.0,0.0,0.0,407.9625,0.0,1515.2725,1352.723571,12.0,9.0,1326.045357,1163.502143,178.5714286,147.5960714,672.1785714,25.0,22.0,2.0,8.0,8.0,189.22714300000007,1,0
1254,1337,1,1.0,6.0,0.0,0.0,0.0,0.0,3930.255,3644.262143,0.0,0.0,0.0,65,175,1.0,0.0,0.0,3.900178571,0.0,0.0,1665.110714,1654.392143,7.0,6.0,1297.24,1297.24,0.0,0.0,1297.24,7.0,7.0,0.0,0.0,7.0,367.8707139999999,1,0
1255,1338,1,0.0,0.0,0.0,0.0,0.0,150.8196429,0.0,0.0,0.0,0.0,0.0,42,61,1.0,0.0,0.0,19.46107143,0.0,0.0,0.001071429,0.001071429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001071429,0,1
1257,1340,1,0.0,0.0,0.0,0.0,0.0,50.72035714,0.0,0.0,0.0,0.0,0.0,60,6,0.0,0.0,0.0,0.0,0.0,0.0,5823.408929,5823.408929,3.0,3.0,5244.964286,5244.964286,1607.142857,310.6464286,3205.535714,21.0,21.0,4.0,6.0,9.0,578.4446429999998,0,1
1259,1342,1,0.0,0.0,1.0,0.0,0.0,14998.11107,0.0,0.0,0.0,0.0,0.0,27,211,0.0,0.0,1.0,0.0,0.0,16.15321429,2105.404286,2105.404286,6.0,6.0,2191.4075,2191.4075,500.0,603.8228571,1080.2275,40.0,40.0,4.0,18.0,14.0,-86.00321399999984,0,1
1261,1344,1,0.0,0.0,1.0,0.0,0.0,33954.50286,0.0,0.0,0.0,0.0,0.0,21,100,0.0,1.0,0.0,0.0,2.857142857,0.0,402.2885714,402.2885714,5.0,5.0,690.3285714,690.3285714,267.8571429,63.38928571,355.6892857,15.0,15.0,2.0,3.0,9.0,-288.03999999999996,0,1
1262,1345,1,2.0,0.0,0.0,1.0,1.0,490.44,73.4625,0.0,0.0,158.6428571,4250.116786,22,152,0.0,0.0,1.0,0.0,0.0,14.2075,1449.070714,1074.465,9.0,3.0,1591.104286,1130.532143,53.57142857,497.9464286,629.2857143,18.0,11.0,1.0,6.0,4.0,-142.03357200000005,1,0
1263,1346,2,0.0,0.0,0.0,0.0,0.0,651.4214286,0.0,0.0,0.0,0.0,0.0,32,77,0.0,1.0,0.0,0.0,0.214285714,0.0,11.25035714,11.25035714,2.0,2.0,14.64285714,14.64285714,0.0,0.0,11.25,2.0,2.0,0.0,0.0,1.0,-3.3925,1,0
1264,1347,1,0.0,0.0,1.0,0.0,0.0,11238.1775,0.0,0.0,118.4496429,0.0,0.0,23,70,0.0,0.0,1.0,0.0,0.0,21.03571429,403.5607143,403.5607143,4.0,4.0,425.9642857,425.9642857,357.1428571,0.0,65.42857143,8.0,8.0,3.0,0.0,4.0,-22.403571400000033,0,1
1265,1348,1,1.0,3.0,0.0,0.0,0.0,5316.222857,3786.695,308.8821429,0.0,0.0,0.0,39,16,0.0,1.0,0.0,0.0,1.428571429,0.0,1.372142857,0.001785714,2.0,1.0,357.1428571,357.1428571,0.0,0.0,357.1428571,2.0,2.0,0.0,0.0,2.0,-355.77071424300004,0,1
1267,1350,1,0.0,0.0,0.0,0.0,0.0,4.249642857,0.0,0.0,0.0,0.0,0.0,23,111,0.0,0.0,1.0,0.0,0.0,8.952142857,806.9396429,806.9396429,2.0,2.0,1255.8275,1255.8275,392.8571429,133.3632143,725.2857143,24.0,24.0,4.0,12.0,3.0,-448.88785710000013,1,0
1268,1351,1,1.0,5.0,0.0,0.0,0.0,45.98107143,7402.633929,932.4157143,0.0,0.0,0.0,40,149,0.0,0.0,0.0,0.0,0.0,0.0,454.6146429,449.305,3.0,2.0,403.6642857,403.6642857,0.0,107.7357143,293.4285714,14.0,14.0,0.0,7.0,6.0,50.950357199999985,1,0
1269,1352,1,0.0,0.0,0.0,0.0,0.0,2228.393929,0.0,0.0,0.0,0.0,0.0,67,59,0.0,0.0,0.0,0.0,0.0,0.0,132.1439286,132.1439286,2.0,2.0,76.66428571,76.66428571,3.571428571,73.09285714,0.0,3.0,3.0,1.0,2.0,0.0,55.47964289000001,1,0
1270,1353,1,0.0,0.0,0.0,1.0,0.0,1257.375357,0.0,0.0,0.0,30.06607143,0.0,29,83,1.0,0.0,0.0,6.714821429,0.0,0.0,298.2803571,295.9289286,6.0,2.0,298.5475,296.1903571,0.0,0.0,292.8571429,7.0,3.0,0.0,0.0,1.0,-0.2671429000000103,0,1
1271,1355,1,0.0,0.0,0.0,0.0,0.0,0.593214286,0.0,0.0,0.0,0.0,0.0,55,101,0.0,1.0,1.0,0.0,3.392857143,5.857142857,921.1196429,921.1196429,2.0,2.0,0.892857143,0.892857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,920.226785757,1,0
1277,1361,1,0.0,0.0,0.0,0.0,0.0,2869.156071,0.0,0.0,0.0,0.0,0.0,64,10,0.0,0.0,0.0,0.0,0.0,0.0,0.004285714,0.004285714,1.0,1.0,1.964285714,1.964285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.96,1,0
1278,1362,1,1.0,0.0,0.0,1.0,0.0,21933.97143,42857.73,0.0,0.0,352.3739286,0.0,76,53,0.0,1.0,0.0,0.0,2.857142857,0.0,449.4085714,427.7610714,6.0,2.0,580.8553571,577.4485714,410.7142857,132.3771429,12.67857143,23.0,20.0,6.0,10.0,1.0,-131.44678569999996,1,0
1280,1364,1,1.0,0.0,1.0,0.0,0.0,0.0,4846.536429,0.0,260.8635714,0.0,0.0,39,63,0.0,1.0,1.0,0.0,14.28571429,22.70392857,1168.990357,1002.007143,10.0,7.0,1517.747143,1517.747143,35.71428571,547.0328571,931.1785714,31.0,31.0,1.0,11.0,18.0,-348.75678600000015,1,0
1283,1367,1,1.0,0.0,0.0,0.0,0.0,0.0,39664.08607,0.0,0.0,0.0,0.0,38,18,0.0,1.0,0.0,0.0,5.177142857,0.0,1946.596071,1946.575357,5.0,4.0,1832.178571,1832.178571,1071.428571,35.35714286,721.6785714,18.0,18.0,5.0,1.0,11.0,114.41750000000002,1,0
1284,1368,1,0.0,0.0,0.0,0.0,0.0,49585.30179,0.0,0.0,0.0,0.0,0.0,23,51,0.0,1.0,0.0,0.0,3.714285714,0.0,1089.722143,1089.722143,2.0,2.0,1413.231786,1413.231786,767.8571429,644.9460714,0.0,40.0,40.0,7.0,31.0,0.0,-323.5096430000001,0,1
1285,1369,1,0.0,0.0,1.0,1.0,0.0,19.86285714,0.0,0.0,0.0,611.7210714,0.0,39,55,0.0,1.0,0.0,0.0,2.466785714,0.0,6173.701429,4111.138929,30.0,16.0,6410.215,4078.996071,1600.0,822.5232143,386.7142857,76.0,27.0,5.0,36.0,11.0,-236.5135710000004,0,1
1287,1371,1,0.0,0.0,0.0,0.0,0.0,758.8221429,0.0,0.0,0.0,0.0,0.0,51,109,0.0,0.0,0.0,0.0,0.0,0.0,4.652142857,0.0,6.0,0.0,5.473571429,0.000357143,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,-0.8214285719999994,0,1
1290,1375,1,0.0,0.0,0.0,0.0,0.0,47.82821429,0.0,0.0,0.0,0.0,0.0,65,93,0.0,0.0,0.0,0.0,0.0,0.0,787.155,787.155,2.0,2.0,616.5,616.5,0.0,427.3928571,185.7142857,8.0,8.0,0.0,6.0,1.0,170.65499999999997,1,0
1291,1376,1,0.0,0.0,0.0,0.0,1.0,123.9821429,0.0,0.0,0.0,0.0,2953.8125,20,36,0.0,0.0,1.0,0.0,0.0,3.571428571,162.9942857,92.8575,3.0,2.0,95.39285714,93.60714286,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,67.60142856,1,0
1293,1378,1,0.0,0.0,1.0,0.0,0.0,247.3214286,0.0,0.0,1019.0025,0.0,0.0,76,146,0.0,0.0,0.0,0.0,0.0,0.0,53.57821429,53.57821429,2.0,2.0,1344.769286,1344.769286,214.2857143,1128.519286,0.0,29.0,29.0,2.0,26.0,0.0,-1291.19107171,0,1
1294,1379,1,0.0,0.0,0.0,0.0,0.0,364.6164286,0.0,0.0,0.0,0.0,0.0,47,133,0.0,0.0,0.0,0.0,0.0,0.0,759.1217857,759.1217857,3.0,3.0,684.0317857,684.0317857,71.42857143,85.17464286,527.4285714,22.0,22.0,2.0,10.0,10.0,75.09000000000003,1,0
1296,1381,1,0.0,0.0,0.0,0.0,0.0,144.8714286,0.0,0.0,0.0,0.0,0.0,38,135,0.0,0.0,0.0,0.0,0.0,0.0,571.6182143,571.6182143,3.0,3.0,57.07142857,57.07142857,10.71428571,46.35714286,0.0,6.0,6.0,1.0,5.0,0.0,514.54678573,0,1
1297,1382,1,0.0,0.0,1.0,0.0,0.0,428.8196429,0.0,0.0,0.0,0.0,0.0,23,99,0.0,0.0,0.0,0.0,0.0,0.0,1411.150714,1006.875357,27.0,20.0,1424.178929,971.7325,189.2857143,215.1,160.6785714,32.0,20.0,1.0,8.0,3.0,-13.028214999999818,1,0
1298,1383,1,1.0,6.0,0.0,0.0,0.0,199.8210714,2582.329286,0.0,0.0,0.0,0.0,39,26,1.0,1.0,0.0,10.90982143,4.642857143,0.0,551.69,548.4903571,3.0,2.0,753.5357143,753.5357143,714.2857143,0.0,35.71428571,5.0,5.0,1.0,0.0,2.0,-201.84571429999994,0,1
1299,1384,1,1.0,0.0,1.0,1.0,0.0,8270.066429,237.1489286,0.0,713.1942857,479.3607143,0.0,27,124,0.0,1.0,0.0,0.0,4.607142857,0.0,847.4782143,845.97,6.0,2.0,652.9621429,651.5335714,178.5714286,146.8264286,325.2071429,14.0,12.0,1.0,5.0,4.0,194.5160714,0,1
1301,1386,1,1.0,0.0,0.0,0.0,0.0,74.68214286,27918.04536,0.0,0.0,0.0,0.0,52,8,0.0,0.0,0.0,0.0,0.0,0.0,9.748214286,0.026071429,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.748214286,1,0
1302,1387,1,0.0,0.0,1.0,0.0,1.0,853.3428571,0.0,0.0,0.0,0.0,11462.72036,72,107,0.0,0.0,0.0,0.0,0.0,0.0,362.1025,211.3207143,7.0,5.0,433.8557143,211.3207143,0.0,0.0,17.85714286,12.0,5.0,0.0,0.0,2.0,-71.75321429999997,0,1
1303,1388,1,1.0,0.0,1.0,0.0,0.0,463.3807143,5370.509286,0.0,0.0,0.0,0.0,69,27,0.0,0.0,0.0,0.0,0.0,0.0,900.745,900.5092857,4.0,3.0,932.2860714,932.2860714,785.7142857,0.0,143.3217857,17.0,17.0,6.0,0.0,6.0,-31.541071399999964,0,1
1306,1391,1,0.0,0.0,0.0,0.0,0.0,2221.302857,0.0,0.0,0.0,0.0,0.0,73,136,1.0,0.0,1.0,3.349285714,0.0,4.25,1002.981429,1002.981429,4.0,4.0,584.7878571,584.7878571,53.57142857,170.645,360.5714286,12.0,12.0,2.0,7.0,3.0,418.19357190000005,0,1
1307,1392,1,1.0,3.0,0.0,0.0,0.0,10.71428571,1726.885714,0.0,0.0,0.0,0.0,29,152,1.0,0.0,1.0,1.674642857,0.0,1.75,791.0521429,674.6246429,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0521429,1,0
